Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
88	 0.003032	 0.002969	 0.000024	 0.000000	 0.000020	0.294450	 0.286208	 0.004026	 0.000000	 0.002279
89	 0.003876	 0.003765	 0.000043	 0.000000	 0.000037	0.298326	 0.289973	 0.004069	 0.000000	 0.002316
90	 0.002904	 0.002835	 0.000031	 0.000000	 0.000020	0.301230	 0.292808	 0.004100	 0.000000	 0.002336
91	 0.003310	 0.003210	 0.000041	 0.000000	 0.000036	0.304540	 0.296018	 0.004141	 0.000000	 0.002372
92	 0.003429	 0.003357	 0.000034	 0.000000	 0.000019	0.307969	 0.299375	 0.004175	 0.000000	 0.002391
93	 0.003260	 0.003147	 0.000053	 0.000000	 0.000037	0.311229	 0.302522	 0.004228	 0.000000	 0.002428
94	 0.002697	 0.002627	 0.000023	 0.000000	 0.000021	0.313926	 0.305149	 0.004251	 0.000000	 0.002449
95	 0.003134	 0.003072	 0.000023	 0.000000	 0.000020	0.317060	 0.308221	 0.004274	 0.000000	 0.002469
96	 0.003663	 0.003563	 0.000043	 0.000000	 0.000038	0.320723	 0.311784	 0.004317	 0.000000	 0.002507
97	 0.004401	 0.004325	 0.000036	 0.000000	 0.000021	0.325124	 0.316109	 0.004353	 0.000000	 0.002528
98	 0.003482	 0.003368	 0.000053	 0.000000	 0.000041	0.328606	 0.319477	 0.004406	 0.000000	 0.002569
99	 0.003930	 0.003853	 0.000035	 0.000000	 0.000021	0.332536	 0.323330	 0.004441	 0.000000	 0.002590
100	 0.003729	 0.003584	 0.000071	 0.000000	 0.000046	0.336265	 0.326914	 0.004512	 0.000000	 0.002636
101	 0.003488	 0.003394	 0.000044	 0.000000	 0.000024	0.339753	 0.330308	 0.004556	 0.000000	 0.002660
102	 0.003188	 0.003065	 0.000051	 0.000000	 0.000045	0.342941	 0.333373	 0.004607	 0.000000	 0.002705
103	 0.003821	 0.003746	 0.000026	 0.000000	 0.000024	0.346762	 0.337119	 0.004633	 0.000000	 0.002729
104	 0.005069	 0.004822	 0.000120	 0.000000	 0.000082	0.351831	 0.341941	 0.004753	 0.000000	 0.002811
105	 0.003707	 0.003622	 0.000041	 0.000000	 0.000023	0.355538	 0.345563	 0.004794	 0.000000	 0.002834
106	 0.003232	 0.003118	 0.000053	 0.000000	 0.000040	0.358770	 0.348681	 0.004847	 0.000000	 0.002874
107	 0.003162	 0.003093	 0.000026	 0.000000	 0.000022	0.361932	 0.351774	 0.004873	 0.000000	 0.002896
108	 0.003763	 0.003640	 0.000056	 0.000000	 0.000042	0.365695	 0.355414	 0.004929	 0.000000	 0.002938
109	 0.003782	 0.003672	 0.000051	 0.000000	 0.000028	0.369477	 0.359086	 0.004980	 0.000000	 0.002966
110	 0.003942	 0.003779	 0.000086	 0.000000	 0.000047	0.373419	 0.362865	 0.005066	 0.000000	 0.003013
111	 0.003293	 0.003198	 0.000044	 0.000000	 0.000025	0.376712	 0.366063	 0.005110	 0.000000	 0.003038
112	 0.004489	 0.004370	 0.000048	 0.000000	 0.000045	0.381201	 0.370433	 0.005158	 0.000000	 0.003083
113	 0.003227	 0.003132	 0.000047	 0.000000	 0.000025	0.384428	 0.373565	 0.005205	 0.000000	 0.003108
114	 0.003907	 0.003792	 0.000053	 0.000000	 0.000041	0.388335	 0.377357	 0.005258	 0.000000	 0.003149
115	 0.003361	 0.003283	 0.000036	 0.000000	 0.000024	0.391696	 0.380640	 0.005294	 0.000000	 0.003173
116	 0.003261	 0.003130	 0.000052	 0.000000	 0.000043	0.394957	 0.383770	 0.005346	 0.000000	 0.003216
117	 0.003971	 0.003892	 0.000035	 0.000000	 0.000022	0.398928	 0.387662	 0.005381	 0.000000	 0.003238
118	 0.003580	 0.003406	 0.000078	 0.000000	 0.000050	0.402508	 0.391068	 0.005459	 0.000000	 0.003288
119	 0.003676	 0.003582	 0.000038	 0.000000	 0.000035	0.406184	 0.394650	 0.005497	 0.000000	 0.003323
120	 0.003090	 0.002961	 0.000057	 0.000000	 0.000053	0.409274	 0.397611	 0.005554	 0.000000	 0.003376
121	 0.003602	 0.003502	 0.000034	 0.000000	 0.000031	0.412876	 0.401113	 0.005588	 0.000000	 0.003407
122	 0.003809	 0.003683	 0.000048	 0.000000	 0.000039	0.416685	 0.404796	 0.005636	 0.000000	 0.003446
123	 0.003779	 0.003676	 0.000037	 0.000000	 0.000039	0.420464	 0.408472	 0.005673	 0.000000	 0.003485
124	 0.004797	 0.004666	 0.000048	 0.000000	 0.000057	0.425261	 0.413138	 0.005721	 0.000000	 0.003542
125	 0.003611	 0.003468	 0.000050	 0.000000	 0.000058	0.428872	 0.416606	 0.005771	 0.000000	 0.003600
126	 0.003461	 0.003299	 0.000076	 0.000000	 0.000060	0.432333	 0.419905	 0.005847	 0.000000	 0.003660
127	 0.003256	 0.003157	 0.000046	 0.000000	 0.000032	0.435589	 0.423062	 0.005893	 0.000000	 0.003692
128	 0.003375	 0.003238	 0.000049	 0.000000	 0.000050	0.438964	 0.426300	 0.005942	 0.000000	 0.003742
129	 0.003927	 0.003854	 0.000028	 0.000000	 0.000023	0.442891	 0.430154	 0.005970	 0.000000	 0.003765
130	 0.003143	 0.003000	 0.000076	 0.000000	 0.000046	0.446034	 0.433154	 0.006046	 0.000000	 0.003811
131	 0.003340	 0.003265	 0.000030	 0.000000	 0.000025	0.449374	 0.436419	 0.006076	 0.000000	 0.003836
132	 0.003415	 0.003295	 0.000053	 0.000000	 0.000046	0.452789	 0.439714	 0.006129	 0.000000	 0.003882
133	 0.003368	 0.003292	 0.000034	 0.000000	 0.000024	0.456157	 0.443006	 0.006163	 0.000000	 0.003906
134	 0.003325	 0.003213	 0.000045	 0.000000	 0.000047	0.459482	 0.446219	 0.006208	 0.000000	 0.003953
135	 0.003247	 0.003182	 0.000023	 0.000000	 0.000024	0.462729	 0.449401	 0.006231	 0.000000	 0.003977
136	 0.003422	 0.003318	 0.000042	 0.000000	 0.000044	0.466151	 0.452719	 0.006273	 0.000000	 0.004021
137	 0.003197	 0.003121	 0.000034	 0.000000	 0.000024	0.469348	 0.455840	 0.006307	 0.000000	 0.004045
138	 0.003229	 0.003109	 0.000051	 0.000000	 0.000047	0.472577	 0.458949	 0.006358	 0.000000	 0.004092
139	 0.003644	 0.003568	 0.000032	 0.000000	 0.000025	0.476221	 0.462517	 0.006390	 0.000000	 0.004117
140	 0.004109	 0.003977	 0.000051	 0.000000	 0.000048	0.480330	 0.466494	 0.006441	 0.000000	 0.004165
141	 0.004260	 0.004172	 0.000041	 0.000000	 0.000025	0.484590	 0.470666	 0.006482	 0.000000	 0.004190
142	 0.004275	 0.004150	 0.000056	 0.000000	 0.000047	0.488865	 0.474816	 0.006538	 0.000000	 0.004237
143	 0.003791	 0.003713	 0.000033	 0.000000	 0.000025	0.492656	 0.478529	 0.006571	 0.000000	 0.004262
144	 0.003456	 0.003305	 0.000065	 0.000000	 0.000062	0.496112	 0.481834	 0.006636	 0.000000	 0.004324
145	 0.003605	 0.003524	 0.000034	 0.000000	 0.000026	0.499717	 0.485358	 0.006670	 0.000000	 0.004350
146	 0.003505	 0.003375	 0.000060	 0.000000	 0.000049	0.503222	 0.488733	 0.006730	 0.000000	 0.004399
147	 0.003308	 0.003232	 0.000032	 0.000000	 0.000026	0.506530	 0.491965	 0.006762	 0.000000	 0.004425
148	 0.003062	 0.002936	 0.000055	 0.000000	 0.000048	0.509592	 0.494901	 0.006817	 0.000000	 0.004473
149	 0.003219	 0.003136	 0.000036	 0.000000	 0.000026	0.512811	 0.498037	 0.006853	 0.000000	 0.004499
150	 0.003645	 0.003523	 0.000054	 0.000000	 0.000047	0.516456	 0.501560	 0.006907	 0.000000	 0.004546
