Iter	 Iter_time	 Master	 Subprob	 Full_Test	 argmax	Iter_acc	 Master_acc	 Subprob_acc	 Full_Test_acc	 argmax_acc
198	 0.005192	 0.005079	 0.000059	 0.000000	 0.000026	1.021836	 0.998562	 0.010299	 0.000000	 0.006728
199	 0.004878	 0.004709	 0.000072	 0.000000	 0.000053	1.026714	 1.003271	 0.010371	 0.000000	 0.006781
200	 0.005519	 0.005412	 0.000045	 0.000000	 0.000033	1.032233	 1.008683	 0.010416	 0.000000	 0.006814
201	 0.005054	 0.004909	 0.000066	 0.000000	 0.000049	1.037287	 1.013592	 0.010482	 0.000000	 0.006863
202	 0.004880	 0.004774	 0.000038	 0.000000	 0.000028	1.042167	 1.018366	 0.010520	 0.000000	 0.006891
203	 0.006324	 0.006213	 0.000033	 0.000000	 0.000029	1.048491	 1.024579	 0.010553	 0.000000	 0.006920
204	 0.005400	 0.005255	 0.000066	 0.000000	 0.000041	1.053891	 1.029834	 0.010619	 0.000000	 0.006961
205	 0.005506	 0.005354	 0.000070	 0.000000	 0.000050	1.059397	 1.035188	 0.010689	 0.000000	 0.007011
206	 0.004728	 0.004636	 0.000033	 0.000000	 0.000032	1.064125	 1.039824	 0.010722	 0.000000	 0.007043
207	 0.005167	 0.005036	 0.000051	 0.000000	 0.000051	1.069292	 1.044860	 0.010773	 0.000000	 0.007094
208	 0.005790	 0.005674	 0.000045	 0.000000	 0.000027	1.075082	 1.050534	 0.010818	 0.000000	 0.007121
209	 0.006015	 0.005901	 0.000048	 0.000000	 0.000035	1.081097	 1.056435	 0.010866	 0.000000	 0.007156
210	 0.005368	 0.005221	 0.000061	 0.000000	 0.000051	1.086465	 1.061656	 0.010927	 0.000000	 0.007207
211	 0.004718	 0.004604	 0.000046	 0.000000	 0.000038	1.091183	 1.066260	 0.010973	 0.000000	 0.007245
212	 0.005256	 0.005090	 0.000074	 0.000000	 0.000050	1.096439	 1.071350	 0.011047	 0.000000	 0.007295
213	 0.005577	 0.005470	 0.000039	 0.000000	 0.000031	1.102016	 1.076820	 0.011086	 0.000000	 0.007326
214	 0.005992	 0.005878	 0.000050	 0.000000	 0.000034	1.108008	 1.082698	 0.011136	 0.000000	 0.007360
215	 0.004861	 0.004708	 0.000067	 0.000000	 0.000053	1.112869	 1.087406	 0.011203	 0.000000	 0.007413
216	 0.005239	 0.005133	 0.000032	 0.000000	 0.000030	1.118108	 1.092539	 0.011235	 0.000000	 0.007443
217	 0.005492	 0.005384	 0.000054	 0.000000	 0.000025	1.123600	 1.097923	 0.011289	 0.000000	 0.007468
218	 0.006176	 0.005889	 0.000157	 0.000000	 0.000067	1.129776	 1.103812	 0.011446	 0.000000	 0.007535
219	 0.004494	 0.004390	 0.000036	 0.000000	 0.000025	1.134270	 1.108202	 0.011482	 0.000000	 0.007560
220	 0.004980	 0.004886	 0.000031	 0.000000	 0.000026	1.139250	 1.113088	 0.011513	 0.000000	 0.007586
221	 0.005531	 0.005420	 0.000050	 0.000000	 0.000022	1.144781	 1.118508	 0.011563	 0.000000	 0.007608
222	 0.005061	 0.004935	 0.000056	 0.000000	 0.000025	1.149842	 1.123443	 0.011619	 0.000000	 0.007633
223	 0.006366	 0.006223	 0.000067	 0.000000	 0.000043	1.156208	 1.129666	 0.011686	 0.000000	 0.007676
224	 0.006080	 0.005948	 0.000042	 0.000000	 0.000044	1.162288	 1.135614	 0.011728	 0.000000	 0.007720
